route_type;case;origin_destination;departure_time;player;itinerary;leg;duration_leg;modal;line;fare;itinerary_duration
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:07;Google;2;7;77;WALK;;2383;4792
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:07;Google;3;1;664;WALK;;748;4783
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:07;Google;3;2;1081;BUS;6960-10;748;4783
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:07;Google;3;3;141;WALK;;748;4783
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:07;Google;3;4;1260;RAIL;CPTM L09;748;4783
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:07;Google;3;5;417;WALK;;748;4783
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:07;Google;3;6;859;BUS;177H-10;748;4783
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:07;Google;3;7;54;WALK;;748;4783
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:07;Google;4;1;664;WALK;;2065;5734
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:07;Google;4;2;2058;BUS;6913-10;2065;5734
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:07;Google;4;3;156;WALK;;2065;5734
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:07;Google;4;4;3539;BUS;280BI1;2065;5734
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:07;Google;4;5;77;WALK;;2065;5734
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;Google;1;1;531;WALK;;765;4070
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;Google;1;2;1440;RAIL;CPTM L11;765;4070
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;Google;1;3;248;WALK;;765;4070
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;Google;1;4;840;SUBWAY;METRÔ L4;765;4070
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;Google;1;5;586;WALK;;765;4070
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;Google;2;1;46;WALK;;765;4215
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;Google;2;2;864;BUS;3732-10;765;4215
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;Google;2;3;9;WALK;;765;4215
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;Google;2;4;1080;RAIL;CPTM L11;765;4215
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;Google;2;5;248;WALK;;765;4215
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;Google;2;6;840;SUBWAY;METRÔ L4;765;4215
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;Google;2;7;586;WALK;;765;4215
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;Google;3;1;531;WALK;;748;4991
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;Google;3;2;1440;RAIL;CPTM L11;748;4991
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;Google;3;3;101;WALK;;748;4991
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;Google;3;4;2433;BUS;107T-10;748;4991
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;Google;3;5;180;WALK;;748;4991
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;Google;4;1;46;WALK;;748;5496
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;Google;4;2;864;BUS;3732-10;748;5496
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;Google;4;3;9;WALK;;748;5496
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;Google;4;4;720;RAIL;CPTM L11;748;5496
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;Google;4;5;235;WALK;;748;5496
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;Google;4;6;2125;BUS;702C-10;748;5496
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;Google;4;7;133;WALK;;748;5496
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;Google;1;1;148;WALK;;765;5200
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;Google;1;2;1560;BUS;177H-10;765;5200
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;Google;1;3;68;WALK;;765;5200
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;Google;1;4;560;SUBWAY;METRÔ L1;765;5200
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;Google;1;5;0;WALK;;765;5200
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;Google;1;6;980;SUBWAY;METRÔ L4;765;5200
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;Google;1;7;0;WALK;;765;5200
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;Google;1;8;720;RAIL;CPTM L09;765;5200
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;Google;1;9;494;WALK;;765;5200
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;Google;2;1;152;WALK;;2495;5530
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;Google;2;2;1689;BUS;148P-10;2495;5530
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;Google;2;3;99;WALK;;2495;5530
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;Google;2;4;1089;BUS;308;2495;5530
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;Google;2;5;74;WALK;;2495;5530
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;Google;2;6;1518;BUS;957T-10;2495;5530
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;Google;2;7;343;BUS;5106-21;2495;5530
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;Google;3;1;152;WALK;;430;6452
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;Google;3;2;4047;BUS;967A-10;430;6452
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;Google;3;3;1504;BUS;709A-10;430;6452
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;Google;4;1;493;WALK;;748;5295
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;Google;4;2;926;BUS;9784-10;748;5295
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;Google;4;3;138;WALK;;748;5295
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;Google;4;4;1822;BUS;209P-10;748;5295
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;Google;4;5;178;WALK;;748;5295
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;Google;4;6;720;RAIL;CPTM L09;748;5295
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;Google;4;7;494;WALK;;748;5295
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;1;1;165;WALK;;748;6746
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;1;2;987;BUS;2705-10;748;6746
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;1;3;108;WALK;;748;6746
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;1;4;2280;SUBWAY;METRÔ L3;748;6746
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;1;5;0;WALK;;748;6746
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;1;6;784;SUBWAY;METRÔ L1;748;6746
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;1;7;0;WALK;;748;6746
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;1;8;1620;SUBWAY;METRÔ L5;748;6746
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;1;9;139;WALK;;748;6746
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;2;1;365;WALK;;748;6871
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;2;2;975;BUS;3754-10;748;6871
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;2;3;0;WALK;;748;6871
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;2;4;2280;SUBWAY;METRÔ L3;748;6871
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;2;5;0;WALK;;748;6871
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;2;6;784;SUBWAY;METRÔ L1;748;6871
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;2;7;0;WALK;;748;6871
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;2;8;1620;SUBWAY;METRÔ L5;748;6871
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;2;9;139;WALK;;748;6871
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;3;1;414;WALK;;748;6914
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;3;2;948;BUS;3766-10;748;6914
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;3;3;1190;WALK;;748;6914
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;3;4;2280;SUBWAY;METRÔ L3;748;6914
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;3;5;0;WALK;;748;6914
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;3;6;784;SUBWAY;METRÔ L1;748;6914
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;3;7;0;WALK;;748;6914
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;3;8;1620;SUBWAY;METRÔ L5;748;6914
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;3;9;139;WALK;;748;6914
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;4;1;365;WALK;;748;6964
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;4;2;1006;BUS;2708-10;748;6964
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;4;3;108;WALK;;748;6964
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;4;4;2280;SUBWAY;METRÔ L3;748;6964
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;4;5;0;WALK;;748;6964
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;4;6;784;SUBWAY;METRÔ L1;748;6964
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;4;7;0;WALK;;748;6964
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;4;8;1620;SUBWAY;METRÔ L5;748;6964
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;Google;4;9;139;WALK;;748;6964
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;Google;1;1;664;WALK;;2383;4715
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;Google;1;2;1064;BUS;6960-10;2383;4715
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;Google;1;3;141;WALK;;2383;4715
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;Google;1;4;900;RAIL;CPTM L09;2383;4715
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;Google;1;5;4;WALK;;2383;4715
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;Google;1;6;2071;BUS;280BI1;2383;4715
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;Google;1;7;77;WALK;;2383;4715
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;Google;2;1;743;WALK;;2383;4577
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;Google;2;2;1082;BUS;6027-10;2383;4577
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;Google;2;3;141;WALK;;2383;4577
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;Google;2;4;900;RAIL;CPTM L09;2383;4577
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;Google;2;5;4;WALK;;2383;4577
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;Google;2;6;2071;BUS;280BI1;2383;4577
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;Google;2;7;77;WALK;;2383;4577
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;Google;3;1;664;WALK;;765;4692
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;Google;3;2;1064;BUS;6960-10;765;4692
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;Google;3;3;141;WALK;;765;4692
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;Google;3;4;1260;RAIL;CPTM L09;765;4692
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;Google;3;5;0;WALK;;765;4692
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;Google;3;6;140;SUBWAY;METRÔ L4;765;4692
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;Google;3;7;49;WALK;;765;4692
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;Google;3;8;664;BUS;177H-10;765;4692
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;Google;3;9;54;WALK;;765;4692
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;Google;4;1;664;WALK;;748;6179
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;Google;4;2;1110;BUS;6960-10;748;6179
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;Google;4;3;141;WALK;;748;6179
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;Google;4;4;1440;RAIL;CPTM L09;748;6179
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;Google;4;5;215;WALK;;748;6179
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;Google;4;6;822;BUS;809U-10;748;6179
SO;4;"-23.695285,-46.708019;-23.559256,-46.729138";08-30-2019 08:22;Google;4;7;54;WALK;;748;6179
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;1;1;727;WALK;;765;3672
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;1;2;1685;RAIL;CPTM L11;765;3672
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;1;3;167;WALK;;765;3672
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;1;4;756;SUBWAY;METRÔ L4;765;3672
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;1;5;46;WALK;;765;3672
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;1;6;121;BUS;6262-10;765;3672
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;1;7;49;WALK;;765;3672
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;2;1;727;WALK;;765;3731
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;2;2;1685;RAIL;CPTM L11;765;3731
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;2;3;167;WALK;;765;3731
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;2;4;756;SUBWAY;METRÔ L4;765;3731
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;2;5;61;WALK;;765;3731
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;2;6;133;BUS;875C-1;765;3731
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;2;7;49;WALK;;765;3731
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;3;1;727;WALK;;765;3755
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;3;2;1685;RAIL;CPTM L11;765;3755
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;3;3;167;WALK;;765;3755
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;3;4;756;SUBWAY;METRÔ L4;765;3755
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;3;5;46;WALK;;765;3755
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;3;6;122;BUS;9050-10;765;3755
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;3;7;49;WALK;;765;3755
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;4;1;727;WALK;;765;3764
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;4;2;1685;RAIL;CPTM L11;765;3764
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;4;3;167;WALK;;765;3764
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;4;4;756;SUBWAY;METRÔ L4;765;3764
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;4;5;61;WALK;;765;3764
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;4;6;135;BUS;847P-10;765;3764
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;4;7;49;WALK;;765;3764
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;5;1;727;WALK;;765;3991
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;5;2;1685;RAIL;CPTM L11;765;3991
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;5;3;167;WALK;;765;3991
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;5;4;756;SUBWAY;METRÔ L4;765;3991
LO;1;"-23.542238,-46.436435;-23.571924,-46.690373";08-30-2019 08:22;OTP;5;5;475;WALK;;765;3991
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;1;1;598;WALK;;748;4773
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;1;2;900;BUS;2014-10;748;4773
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;1;3;1776;BUS;177Y-10;748;4773
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;1;4;233;WALK;;748;4773
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;1;5;680;RAIL;CPTM L09;748;4773
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;1;6;514;WALK;;748;4773
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;2;1;149;WALK;;765;4922
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;2;2;1581;BUS;177H-10;765;4922
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;2;3;98;WALK;;765;4922
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;2;4;535;SUBWAY;METRÔ L1;765;4922
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;2;5;22;WALK;;765;4922
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;2;6;882;SUBWAY;METRÔ L4;765;4922
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;2;7;123;WALK;;765;4922
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;2;8;680;RAIL;CPTM L09;765;4922
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;2;9;514;WALK;;765;4922
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;3;1;530;WALK;;748;5378
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;3;2;1146;BUS;9784-10;748;5378
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;3;3;109;WALK;;748;5378
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;3;4;1600;RAIL;CPTM L08;748;5378
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;3;5;19;WALK;;748;5378
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;3;6;1360;RAIL;CPTM L09;748;5378
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;3;7;514;WALK;;748;5378
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;4;1;695;WALK;;430;5770
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;4;2;1076;BUS;2014-10;430;5770
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;4;3;1798;BUS;209P-10;430;5770
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;4;4;78;WALK;;430;5770
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;4;5;1914;BUS;709M-10;430;5770
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;4;6;123;WALK;;430;5770
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;5;1;145;WALK;;430;6899
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;5;2;4891;BUS;967A-10;430;6899
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;5;3;1504;BUS;709A-10;430;6899
NS;2;"-23.498320,-46.655980;-23.606884,-46.693306";08-30-2019 08:22;OTP;5;4;123;WALK;;430;6899
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;1;1;164;WALK;;765;5833
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;1;2;444;BUS;342N-10;765;5833
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;1;3;132;BUS;4020-10;765;5833
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;1;4;219;WALK;;765;5833
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;1;5;1348;RAIL;CPTM L11;765;5833
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;1;6;151;WALK;;765;5833
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;1;7;963;SUBWAY;METRÔ L1;765;5833
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;1;8;11;WALK;;765;5833
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;1;9;1521;SUBWAY;METRÔ L5;765;5833
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;1;10;129;WALK;;765;5833
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;2;1;195;WALK;;765;6166
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;2;2;520;BUS;342N-10;765;6166
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;2;3;119;WALK;;765;6166
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;2;4;2022;RAIL;CPTM L11;765;6166
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;2;5;151;WALK;;765;6166
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;2;6;963;SUBWAY;METRÔ L1;765;6166
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;2;7;11;WALK;;765;6166
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;2;8;1521;SUBWAY;METRÔ L5;765;6166
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;2;9;129;WALK;;765;6166
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;3;1;195;WALK;;765;6242
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;3;2;693;BUS;342N-10;765;6242
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;3;3;119;WALK;;765;6242
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;3;4;2022;RAIL;CPTM L11;765;6242
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;3;5;151;WALK;;765;6242
LS;3;"-23.529641,-46.438457;-23.648905,-46.703555";08-30-2019 08:22;OTP;3;6;963;SUBWAY;METRÔ L1;765;6242
